Domain,Domain,Page,Count
mk.m,mk.m,Јосиф_II_(Свето_Римско_Царство),2
mk.m.d,mk.m.d,Главна_страница,1
mk.m.m,mk.m.m,Главна_страница,1
mk.s,mk.s,Главна_страница,12
mk.s,mk.s,Разговор:Главна_страница,4
mk.s,mk.s,Специјална:Барај,3
mk.s,mk.s,Македонски_народни_песни/_Болен_Дојчин,1
ml,ml,പ്രധാന_താൾ,97
ml,ml,പ്രത്യേകം:അന്വേഷണം,48
ml,ml,പ്രത്യേകം:സമീപകാലമാറ്റങ്ങൾ,43
ml,ml,ഗൂഗിൾ,20
ml,ml,ഡോളി_മാഡിസൺ,12
ml,ml,ഈനാമ്പേച്ചി,10
ml,ml,പ്ലാസ്റ്റിക്_മലിനീകരണം,10
ml,ml,മലയാളം_വിക്കിപീഡിയ,10
ml,ml,മിൽമ,10
ml,ml,സഹായം:ഉള്ളടക്കം,9
ml,ml,റേഡിയോ,9
ml,ml,ഫ്ലോറൻസ്_ഹാർഡിംഗ്,8
ml,ml,കവാടം:ഉള്ളടക്കം,7
ml,ml,കുടുംബശ്രീ,7
ml,ml,കഥകളി,6
ml,ml,കുഞ്ഞാലി_മരക്കാർ,6
ml,ml,ജോവാന_കാസിഡി,6
ml,ml,മലയാളം,6
ml,ml,മോസില്ല_ഫയർഫോക്സ്,6
ml,ml,.mg,5
ml,ml,അകിൽ_(Aquilaria_malaccensis),5
ml,ml,അയ്യപ്പനും_കോശിയും,5
ml,ml,ഐ.എസ്.ഒ._8601,5
ml,ml,കിത്താബ്,5
ml,ml,കുമാരനാശാൻ,5
ml.b,ml.b,പ്രധാന_താൾ,6
ml.b,ml.b,പ്രത്യേകം:അന്വേഷണം,3
ml.b,ml.b,രൂപകം_(അലങ്കാരം),1
ml.b,ml.b,വർഗ്ഗം:പ്രമാണത്തിലേക്കുള്ള_പ്രവർത്തനരഹിതമായ_കണ്ണി_ഉൾക്കൊള്ളുന്ന_താളുകൾ,1
ml.b,ml.b,ദന്തവൈദ്യം_-_പതിവു്_ചോദ്യങ്ങൾ,1
ml.d,ml.d,പ്രധാന_താൾ,8
ml.d,ml.d,പ്രത്യേകം:അന്വേഷണം,4
ml.d,ml.d,Optimization,1
ml.d,ml.d,booster,1
ml.d,ml.d,bright,1
ml.d,ml.d,darkness,1
ml.d,ml.d,despair,1
ml.d,ml.d,fighting,1
ml.d,ml.d,forebearance,1
ml.d,ml.d,grasshopper,1
ml.d,ml.d,physicist,1
ml.d,ml.d,pictorial,1
ml.d,ml.d,synthesis,1
ml.d,ml.d,verbs,1
ml.d,ml.d,virus,1
ml.d,ml.d,ക്ഷീണം,1
ml.d,ml.d,ഡക്ക,1
ml.d,ml.d,മുഹമ്മദ്,1
ml.d,ml.d,-,1
ml.d,ml.d,change,1
ml.d,ml.d,different,1
ml.d,ml.d,earth,1
ml.d,ml.d,moratorium,1
ml.d,ml.d,neophyte,1
ml.d,ml.d,onion,1
ml.m,ml.m,അകത്തി,204
ml.m,ml.m,കുടുംബശ്രീ,145
ml.m,ml.m,പ്രധാന_താൾ,138
ml.m,ml.m,-,113
ml.m,ml.m,പ്രത്യേകം:അന്വേഷണം,93
ml.m,ml.m,അകിൽ_(Aquilaria_malaccensis),75
ml.m,ml.m,തുഞ്ചത്തെഴുത്തച്ഛൻ,58
ml.m,ml.m,അത്തി,55
ml.m,ml.m,ആകാശവെള്ളരി,51
ml.m,ml.m,അപ്പൂപ്പൻതാടി,50
ml.m,ml.m,അശോകം,49
ml.m,ml.m,അമുക്കുരം,47
ml.m,ml.m,ഇന്ത്യയുടെ_ഭരണഘടന,47
ml.m,ml.m,അയമോദകം,44
ml.m,ml.m,തൈപ്പൂയം,44
ml.m,ml.m,മലയാളം_വിക്കിപീഡിയ,40
ml.m,ml.m,കരയാമ്പൂ,38
ml.m,ml.m,ലോക്‌സഭ_സ്പീക്കർ,37
ml.m,ml.m,ഇഞ്ചി,36
ml.m,ml.m,കഥകളി,36
ml.m,ml.m,കുമാരനാശാൻ,35
ml.m,ml.m,"പൗരത്വ_ഭേദഗതി_ആക്റ്റ്,_2019",35
ml.m,ml.m,ആടലോടകം,34
ml.m,ml.m,അമ്പഴം,33
ml.m,ml.m,ഗൗതമബുദ്ധൻ,33
ml.m.b,ml.m.b,പ്രധാന_താൾ,5
ml.m.b,ml.m.b,പാചകപുസ്തകം:വെളുത്തുള്ളി_അച്ചാർ,3
ml.m.b,ml.m.b,പാചകപുസ്തകം:കൂട്ടുകറി,2
ml.m.b,ml.m.b,പാചകപുസ്തകം:ലഡു,1
ml.m.b,ml.m.b,വിക്കിപീഡിയ_കൈപ്പുസ്തകം/മലയാളം_എഴുതുവാൻ,1
ml.m.b,ml.m.b,പ്രത്യേകം:അന്വേഷണം,1
ml.m.b,ml.m.b,വെജിറ്റബിൾ_ബിരിയാണി,1
ml.m.b,ml.m.b,സഹായം:എഴുത്ത്,1
ml.m.d,ml.m.d,പ്രത്യേകം:അന്വേഷണം,11
ml.m.d,ml.m.d,വിക്കിനിഘണ്ടു:മലയാളം_വാക്കുകളുടെ_പട്ടിക,9
ml.m.d,ml.m.d,പ്രധാന_താൾ,7
ml.m.d,ml.m.d,-,5
ml.m.d,ml.m.d,ആകാശം,4
ml.m.d,ml.m.d,അകങ്കൈ,3
ml.m.d,ml.m.d,അമ്മുമ്മ,3
ml.m.d,ml.m.d,പബ്ലിക്ക്,3
ml.m.d,ml.m.d,വിവർത്തനം,3
ml.m.d,ml.m.d,വൃദ്ധ,3
ml.m.d,ml.m.d,ഇടങ്ങഴി,3
ml.m.d,ml.m.d,നൈസർഗിക,3
ml.m.d,ml.m.d,പട്ടി,3
ml.m.d,ml.m.d,അകണ്ട്കി,2
ml.m.d,ml.m.d,അശ്വമേധം,2
ml.m.d,ml.m.d,ഉദയം,2
ml.m.d,ml.m.d,ഓണപ്പാട്ട്,2
ml.m.d,ml.m.d,കന്നാരം,2
ml.m.d,ml.m.d,കന്മദം,2
ml.m.d,ml.m.d,കരിനൊച്ചി,2
ml.m.d,ml.m.d,കരിമ്പൂച്ച,2
ml.m.d,ml.m.d,കാക്ക,2
ml.m.d,ml.m.d,തനു,2
ml.m.d,ml.m.d,തേപ്പ്,2
ml.m.d,ml.m.d,പിതാമഹി,2
ml.m.q,ml.m.q,പഴഞ്ചൊല്ലുകൾ/അക്ഷരമാലാക്രമത്തിൽ,21
ml.m.q,ml.m.q,കുസൃതി_ചോദ്യങ്ങൾ,16
ml.m.q,ml.m.q,പഴഞ്ചൊല്ലുകൾ,10
ml.m.q,ml.m.q,മഹദ്വചനങ്ങൾ,9
ml.m.q,ml.m.q,ശൈലികൾ/അ,9
ml.m.q,ml.m.q,പഴഞ്ചൊല്ലുകൾ/അ,6
ml.m.q,ml.m.q,പഴഞ്ചൊല്ലുകൾ/ക,6
ml.m.q,ml.m.q,മുഹമ്മദ്_നബി,6
ml.m.q,ml.m.q,മോഹൻദാസ്_കരംചന്ദ്_ഗാന്ധി,6
ml.m.q,ml.m.q,ഗൗതമബുദ്ധൻ,5
ml.m.q,ml.m.q,ശൈലികൾ/ഈ,5
ml.m.q,ml.m.q,ശൈലികൾ/ഉ,5
ml.m.q,ml.m.q,സൗഹൃദം,4
ml.m.q,ml.m.q,പഴഞ്ചൊല്ലുകൾ/വ,4
ml.m.q,ml.m.q,കടങ്കഥകൾ,3
ml.m.q,ml.m.q,ഖുർആൻ,3
ml.m.q,ml.m.q,ജലാലുദീൻ_റൂമി,3
ml.m.q,ml.m.q,പ്രധാന_താൾ,3
ml.m.q,ml.m.q,ഭഗവദ്ഗീത,3
ml.m.q,ml.m.q,അരിസ്റ്റോട്ടിൽ,2
ml.m.q,ml.m.q,ഇന്ത്യ,2
ml.m.q,ml.m.q,കുഞ്ഞുണ്ണിമാഷ്,2
ml.m.q,ml.m.q,നമുക്കു_പാർക്കാൻ_മുന്തിരിത്തോപ്പുകൾ,2
ml.m.q,ml.m.q,പഴഞ്ചൊല്ലുകൾ/ച,2
ml.m.q,ml.m.q,പ്രമേയങ്ങൾ,2
ml.m.s,ml.m.s,മലയാളം-ഇംഗ്ലിഷ്_നിഘണ്ടു_(ഹെർമ്മൻ_ഗുണ്ടർട്ട്),27
ml.m.s,ml.m.s,മലയാള_പഴഞ്ചൊല്ലുകൾ,25
ml.m.s,ml.m.s,തുഞ്ചത്തെഴുത്തച്ഛൻ/ജീവചരിത്രസംഗ്രഹം,9
ml.m.s,ml.m.s,പ്രേമസംഗീതം,7
ml.m.s,ml.m.s,ഐതിഹ്യമാല,5
ml.m.s,ml.m.s,കേരളപാണിനീയം/സന്ധിപ്രകരണം/സന്ധിവിഭാഗം,5
ml.m.s,ml.m.s,പ്രത്യേകം:അന്വേഷണം,5
ml.m.s,ml.m.s,പ്രരോദനം,5
ml.m.s,ml.m.s,മേഘദൂതം,5
ml.m.s,ml.m.s,ശ്രീ_ലളിതാസഹസ്രനാമം,5
ml.m.s,ml.m.s,ഈസോപ്പ്_കഥകൾ/ആമയും_മുയലും,4
ml.m.s,ml.m.s,കേരളപാണിനീയം/പീഠിക/അക്ഷരമാല,4
ml.m.s,ml.m.s,തുഞ്ചത്തെഴുത്തച്ഛൻ/എഴുത്തച്ഛനും_മലയാളഭാഷയും,4
ml.m.s,ml.m.s,ദുരവസ്ഥ,4
ml.m.s,ml.m.s,ഈസോപ്പ്_കഥകൾ,4
ml.m.s,ml.m.s,-,3
ml.m.s,ml.m.s,ഉപയോക്താവിന്റെ_സംവാദം:MkBot,3
ml.m.s,ml.m.s,ഉപയോക്താവ്:Balasankarc/dictionary2,3
ml.m.s,ml.m.s,ഉപയോക്താവ്:Balasankarc/dictionary4,3
ml.m.s,ml.m.s,കരുണ,3
ml.m.s,ml.m.s,കല്യാണസൗഗന്ധികം_തുള്ളൽ,3
ml.m.s,ml.m.s,കുചേലവൃത്തം_വഞ്ചിപ്പാട്ട്,3
ml.m.s,ml.m.s,ചണ്ഡാലഭിക്ഷുകി,3
ml.m.s,ml.m.s,ചിന്താവിഷ്ടയായ_സീത,3
ml.m.s,ml.m.s,തിരഞ്ഞെടുത്ത_ഹദീസുകൾ/നോമ്പ്,3
ml.q,ml.q,ഉപയോക്താവിന്റെ_സംവാദം:Zuhairali,8
ml.q,ml.q,വർഗ്ഗം:വ്യക്തികൾ,5
ml.q,ml.q,പഴഞ്ചൊല്ലുകൾ/വ,3
ml.q,ml.q,പ്രത്യേകം:അന്വേഷണം,3
ml.q,ml.q,പ്രധാന_താൾ,3
ml.q,ml.q,സ്വാമി_വിവേകാനന്ദൻ,3
ml.q,ml.q,ഉപയോക്താവിന്റെ_സംവാദം:Anoopan,2
ml.q,ml.q,കുഞ്ഞുണ്ണിമാഷ്,2
ml.q,ml.q,കുസൃതി_ചോദ്യങ്ങൾ,2
ml.q,ml.q,മഹദ്വചനങ്ങൾ,2
ml.q,ml.q,മൈക്കലാഞ്ജലോ,2
ml.q,ml.q,പഴഞ്ചൊല്ലുകൾ,2
ml.q,ml.q,അക്ക_മഹാദേവി,1
ml.q,ml.q,അമൃതാനന്ദമയി,1
ml.q,ml.q,ആറ്റൂർ_കൃഷ്ണപ്പിഷാരടി,1
ml.q,ml.q,ഇ.എം.എസ്._നമ്പൂതിരിപ്പാട്,1
ml.q,ml.q,ഇടപ്പള്ളി_രാഘവൻ_പിള്ള,1
ml.q,ml.q,ഉപയോക്താവിന്റെ_സംവാദം:Ahonc,1
ml.q,ml.q,ഉപയോക്താവിന്റെ_സംവാദം:Fuadaj,1
ml.q,ml.q,ഉപയോക്താവിന്റെ_സംവാദം:Jacob.jose,1
ml.q,ml.q,തിരുവള്ളുവർ,1
ml.q,ml.q,തുഞ്ചത്തെഴുത്തച്ഛൻ,1
ml.q,ml.q,പ്രധാന_താള്‍,1
ml.q,ml.q,വർഗ്ഗം:ന്യായം,1
ml.q,ml.q,ശ്രീനാരായണഗുരു,1
ml.s,ml.s,ഉപയോക്താവിന്റെ_സംവാദം:Arayilpdas,10
ml.s,ml.s,പ്രധാന_താൾ,7
ml.s,ml.s,പ്രത്യേകം:അന്വേഷണം,5
ml.s,ml.s,സൂചിക:CiXII844.pdf,5
ml.s,ml.s,കമ്മ്യൂണിസ്റ്റ്_മാനിഫെസ്റ്റോ,3
ml.s,ml.s,മലയാളം-ഇംഗ്ലിഷ്_നിഘണ്ടു_(ഹെർമ്മൻ_ഗുണ്ടർട്ട്),3
ml.s,ml.s,സൂചിക:CiXII88.pdf,3
ml.s,ml.s,കമ്മ്യൂണിസ്റ്റ്_മാനിഫെസ്റ്റോ/ഒന്ന്,2
ml.s,ml.s,തിരഞ്ഞെടുത്ത_ഹദീസുകൾ/പ്രാർത്ഥനകൾ,2
ml.s,ml.s,പ്രധാന_താള്‍,2
ml.s,ml.s,അദ്ധ്യാത്മരാമായണം_കിളിപ്പാട്ട്,2
ml.s,ml.s,സത്യവേദപുസ്തകം/1._ദിനവൃത്താന്തം/അദ്ധ്യായം_17,2
ml.s,ml.s,കമ്മ്യൂണിസ്റ്റ്_മാനിഫെസ്റ്റോ/മൂന്ന്,1
ml.s,ml.s,കമ്മ്യൂണിസ്റ്റ്_മാനിഫെസ്റ്റോ/രണ്ട്,1
ml.s,ml.s,കേരളപാണിനീയം/ആകാംക്ഷാധികാരം/സമാസപ്രകരണം,1
ml.s,ml.s,കേരളപാണിനീയം/ധാത്വധികാരം/സമുച്ചയം,1
ml.s,ml.s,കേരളപാണിനീയം/നാമാധികാരം,1
ml.s,ml.s,കേരളപാണിനീയം/നാമാധികാരം/ലിംഗപ്രകരണം,1
ml.s,ml.s,കേരളപാണിനീയം/നാമാധികാരം/വിഭക്തിപ്രകരണം,1
ml.s,ml.s,കേരളപാണിനീയം/സന്ധിപ്രകരണം/പ്രകൃതിപ്രത്യയങ്ങൾ,1
ml.s,ml.s,കേരളപാണിനീയം/സന്ധിപ്രകരണം/ശബ്ദവിഭാഗം,1
ml.s,ml.s,കേരളപാണിനീയം/സന്ധിപ്രകരണം/സന്ധിവിഭാഗം,1
ml.s,ml.s,ധർമ്മരാജാ,1
ml.s,ml.s,ധർമ്മരാജാ/അദ്ധ്യായം_പത്ത്,1
ml.s,ml.s,നാലുപേരിലൊരുത്തൻ_അഥവാ_നാടകാദ്യം_കവിത്വം,1
mn,mn,Нүүр_хуудас,62
mn,mn,Тусгай:Search,24
mn,mn,Google,21
mn,mn,Эквадор,18
mn,mn,Нарны_аймаг,10
mn,mn,Тусламж:Агуулга,7
mn,mn,Хүннү_улс,7
mn,mn,Радио,7
mn,mn,Фермент,6
mn,mn,Нэгдсэн_Үндэстний_Байгууллага,5
mn,mn,6_сарын_16,5
mn,mn,Дублин,5
mn,mn,HTTP_cookie,4
mn,mn,SDN,4
mn,mn,Wikipedia:Тухай,4
mn,mn,Буддын_шашин,4
mn,mn,Википедиа,4
mn,mn,Гүн_ухаан,4
mn,mn,Давтамж,4
mn,mn,Дундговь_аймаг,4
mn,mn,Дэлхий,4
mn,mn,Күнз,4
mn,mn,Монгол_Улсын_аймгууд,4
mn,mn,Монгол_бичиг,4
mn,mn,Монгол_үндэстний_хувцас,4
mn.d,mn.d,нэр_томьёо,10
mn.d,mn.d,Нүүр_хуудас,8
mn.d,mn.d,олон_улсын_хувийн_эрх_зүй,4
mn.d,mn.d,Хэрэглэгч:ArethaSundberg,3
mn.d,mn.d,тийн_ялгалын_нөхцөл,3
mn.d,mn.d,тохой,3
mn.d,mn.d,Индонез,2
mn.d,mn.d,Нэрлэхийн_тийн_ялгал,2
mn.d,mn.d,лагшин,2
mn.d,mn.d,ойролцоо_утгат_үг,2
mn.d,mn.d,сарвуу,2
mn.d,mn.d,Өгөх_оршихын_тийн_ялгал,2
mn.d,mn.d,үүрэг_гүйцэтгүүлэгч,2
mn.d,mn.d,hacer,1
mn.d,mn.d,Заахын_тийн_ялгал,1
mn.d,mn.d,Харьяалахын_тийн_ялгал,1
mn.d,mn.d,даарах,1
mn.d,mn.d,дух,1
mn.d,mn.d,карт,1
mn.d,mn.d,нүд,1
mn.d,mn.d,хангинах,1
mn.d,mn.d,хийх,1
mn.d,mn.d,царцаа,1
mn.d,mn.d,шах,1
mn.d,mn.d,үүрэг,1
mn.m,mn.m,Нүүр_хуудас,307
mn.m,mn.m,Тусгай:Search,46
mn.m,mn.m,-,18
mn.m,mn.m,BlackPink,14
mn.m,mn.m,Монгол_улс,13
mn.m,mn.m,Хорлоогийн_Чойбалсан,9
mn.m,mn.m,Дундад_зууны_монгол_аймгууд,8
mn.m,mn.m,Дэлхий,8
mn.m,mn.m,Зүрх,8
mn.m,mn.m,Америкийн_Нэгдсэн_Улс,7
mn.m,mn.m,Арабын_Нэгдсэн_Эмират_Улс,7
mn.m,mn.m,Валентины_баяр,7
mn.m,mn.m,Чингис_хаан,7
mn.m,mn.m,Бээр,6
mn.m,mn.m,Монгол_Улсын_аймгууд,6
mn.m,mn.m,Саудын_Араб,6
mn.m,mn.m,Улаанбаатар,6
mn.m,mn.m,II_Екатерина,5
mn.m,mn.m,I_Павел,5
mn.m,mn.m,Буддын_шашин,5
mn.m,mn.m,Бүдүүн_гэдэс,5
mn.m,mn.m,Дэлхийн_нэгдүгээр_дайн,5
mn.m,mn.m,Жоуль,5
mn.m,mn.m,Кирил_монгол_бичгийн_дүрэм,5
mn.m,mn.m,Монгол_Улсын_сумд,5
mn.m.d,mn.m.d,Wiktionary:Долоо_хоногийн_гарагууд,4
mn.m.d,mn.m.d,болох,3
mn.m.d,mn.m.d,жинхэнэ_нэр,3
mn.m.d,mn.m.d,-,2
mn.m.d,mn.m.d,Ангилал:Физикийн_нэр_томьёо,2
mn.m.d,mn.m.d,Тодотгон_холбох_нөхцөл,2
mn.m.d,mn.m.d,ам,2
mn.m.d,mn.m.d,хиаг,2
mn.m.d,mn.m.d,барих,2
mn.m.d,mn.m.d,боох,2
mn.m.d,mn.m.d,саахалт,2
mn.m.d,mn.m.d,Ангилал:Химийн_нэр_томьёо,1
mn.m.d,mn.m.d,Ангилал:Шашны_нэр_томьёо,1
mn.m.d,mn.m.d,Заахын_тийн_ялгал,1
mn.m.d,mn.m.d,Нүүр_хуудас,1
mn.m.d,mn.m.d,Харьяалахын_тийн_ялгал,1
mn.m.d,mn.m.d,Эс_тусах_үйл_үг,1
mn.m.d,mn.m.d,айл,1
mn.m.d,mn.m.d,арвилах,1
mn.m.d,mn.m.d,бал,1
mn.m.d,mn.m.d,билигт,1
mn.m.d,mn.m.d,буйл,1
mn.m.d,mn.m.d,ганц,1
mn.m.d,mn.m.d,гар,1
mn.m.d,mn.m.d,дун,1
mnw,mnw,မုက်လိက်တမ်,10
mnw,mnw,ဂဳတ,2
mnw,mnw,ဝဳကဳပဳဒဳယာ:ပါင်မုက်_ဂကောံ,2
mnw,mnw,ကဏ္ဍ:ဝၚ်,1
mnw,mnw,Vincent_van_Gogh,1
mnw,mnw,ဝၚ်,1
mnw,mnw,ဝဳကဳပဳဒဳယာ:VisualEditor,1
mnw,mnw,ဝဳကဳပဳဒဳယာ:Requests_for_adminship,1
mnw,mnw,ပါင်မုက်:Contents/Portals,1
mnw,mnw,ပရေၚ်ပညာ,1
mnw,mnw,ပရေင်တဵုလွဳ,1
mnw,mnw,ပညာစိုတ်,1
mnw,mnw,ခရေတ်ယာန်,1
mnw,mnw,Albert_Einstein,1
mnw,mnw,Microsoft,1
mnw,mnw,ကဗျ,1
mnw,mnw,ၜဵု,1
mnw,mnw,အံၚ်သာန်၊_ဂဥုပ်ဗိုလ်,1
mnw,mnw,သၚ်္ချာ,1
mnw,mnw,ဝှုက်ဗောက်,1
mnw,mnw,လသိုန်ဗတာင်,1
mnw,mnw,ဘာသာ_မန်,1
mnw,mnw,ကျာ်မၞိက်,1
mnw,mnw,အေဿလာမ်,1
mnw.m,mnw.m,မၞိဟ်ဆာန်ကမၠောန်_(ဝိညာဏ်ထဝ်),5
mnw.m,mnw.m,အရေဝ်မိယာဲဗ္တောန်လဝ်,4
mnw.m,mnw.m,ဂၠံင်ဍာန်ဗုဒ္ဓဘာသာ,3
mnw.m,mnw.m,ဗီုလဵုသ္ဂောံသ္ပညံင်ဟွံဂွံထေဲ,3
mnw.m,mnw.m,ဓဝ်ဆာန်မိယာဲ,2
mnw.m,mnw.m,ယူနဳကုဒ်,2
mnw.m,mnw.m,လိက်ကသုက်_အာတ်လာန်တိစ်,2
mnw.m,mnw.m,တ္ၚဲဗၠးၜး,1
mnw.m,mnw.m,ပရေင်တဵုလွဳ,1
mnw.m,mnw.m,Greta_Thunberg,1
mnw.m,mnw.m,ဂၠးတိ,1
mnw.m,mnw.m,နန်_ဍုင်နုဗဝ်_(ဍုင်ဒိန်မက်),1
mnw.m,mnw.m,ဗွိုက်လတက်မန်,1
mnw.m,mnw.m,မုက်လိက်တမ်,1
mnw.m,mnw.m,ဝှာင်:Atlantic_Charter_(color).jpg,1
mnw.m,mnw.m,ဟိန္ဒူ,1
mr,mr,मुखपृष्ठ,68
mr,mr,विशेष:शोधा,55
mr,mr,शिवाजी_महाराज,42
mr,mr,गूगल,21
mr,mr,जलप्रदूषण,20
mr,mr,कोरोनाव्हायरस,19
mr,mr,महाराष्ट्रातील_किल्ले,17
mr,mr,क्रिकेट,15
mr,mr,बाबासाहेब_अांबेडकर,15
mr,mr,महाराष्ट्र,15
mr,mr,प्रदूषण,14
mr,mr,रायगड_(किल्ला),14
mr,mr,चंद्रयान_२,13
mr,mr,मराठी_भाषा_गौरव_दिन,12
mr,mr,महात्मा_गांधी,12
mr,mr,वस्तू_व_सेवा_कर_(भारत),12
mr,mr,भारत,11
mr,mr,नैसर्गिक_पर्यावरण,10
mr,mr,भारताचे_संविधान,10
mr,mr,मोर,10
mr,mr,ययाति_(कादंबरी),10
mr,mr,संंत_तुकाराम,10
mr,mr,जवाहरलाल_नेहरू,9
mr,mr,जैतापूर_अणुऊर्जा_प्रकल्प,9
mr,mr,भारतीय_अंतराळ_संशोधन_संस्था,9
mr.b,mr.b,एकनाथांचीं_भजनें,1
mr.b,mr.b,तुकाराम_गाथा,1
mr.b,mr.b,मुखपृष्ठ,1
mr.b,mr.b,श्री_गणपती_स्तोत्र,1
mr.d,mr.d,मुखपृष्ठ,5
mr.d,mr.d,Analysis,1
mr.d,mr.d,मराठी,1
mr.d,mr.d,विक्शनरी:चावडी,1
mr.d,mr.d,शनिवार,1
mr.d,mr.d,विक्शनरी:मराठीकरण/धूळपाटी२,1
mr.m,mr.m,शिवाजी_महाराज,374
mr.m,mr.m,प्रदूषण,174
mr.m,mr.m,मुखपृष्ठ,171
mr.m,mr.m,-,168
mr.m,mr.m,वायुप्रदूषण,162
mr.m,mr.m,विशेष:शोधा,140
mr.m,mr.m,जलप्रदूषण,126
mr.m,mr.m,बाबासाहेब_अांबेडकर,117
mr.m,mr.m,क्रिकेट,106
mr.m,mr.m,जागतिक_तापमानवाढ,102
mr.m,mr.m,विराट_कोहली,101
mr.m,mr.m,कबड्डी,98
mr.m,mr.m,नैसर्गिक_पर्यावरण,95
mr.m,mr.m,भारत,93
mr.m,mr.m,महात्मा_गांधी,92
mr.m,mr.m,सेंद्रिय_शेती,91
mr.m,mr.m,महाराष्ट्र_शासन,90
mr.m,mr.m,सचिन_तेंडुलकर,89
mr.m,mr.m,बीपी,84
mr.m,mr.m,रमाबाई_आंबेडकर,84
mr.m,mr.m,भारताचे_संविधान,83
mr.m,mr.m,खो-खो,78
mr.m,mr.m,संंत_तुकाराम,78
mr.m,mr.m,तानाजी_मालुसरे,74
mr.m,mr.m,निष्कर्ष,69
mr.m.b,mr.m.b,श्री_गणपती_स्तोत्र,14
mr.m.b,mr.m.b,निबंध_लेखन_कसे_करावे_?,13
mr.m.b,mr.m.b,मुखपृष्ठ,6
mr.m.b,mr.m.b,रामदासांचे_पदे,4
mr.m.b,mr.m.b,सदस्य:Mahitgar,3
mr.m.b,mr.m.b,एकनाथांचीं_भजनें,2
mr.m.b,mr.m.b,ज्ञानेश्वरी,2
mr.m.b,mr.m.b,तुकाराम_गाथा,2
mr.m.b,mr.m.b,जगद्गुरु_श्री_संत_तुकाराम_महाराज_कृत_हरिपाठ,2
mr.m.b,mr.m.b,चित्र:Madinat_Jumeirah-Dubai3303.JPG,1
mr.m.b,mr.m.b,मनाचे_श्लोक,1
mr.m.b,mr.m.b,रामदासांचे_अभंग,1
mr.m.b,mr.m.b,विकिबुक्स:सूची,1
mr.m.b,mr.m.b,चांगदेव_पासष्टी,1
mr.m.b,mr.m.b,पसायदान(संत_ज्ञानेश्वर),1
mr.m.b,mr.m.b,सदस्य:Mercy/monobook.js,1
mr.m.d,mr.m.d,सूची:इंग्रजी-मराठी_पारिभाषिक_संज्ञा,25
mr.m.d,mr.m.d,शनिवार,21
mr.m.d,mr.m.d,शब्दक्रीडा_दालन,10
mr.m.d,mr.m.d,मराठी_हिंदी_शब्दकोश,9
mr.m.d,mr.m.d,मुखपृष्ठ,8
mr.m.d,mr.m.d,मराठी,7
mr.m.d,mr.m.d,परिसंस्था,3
mr.m.d,mr.m.d,संस्कृत,3
mr.m.d,mr.m.d,होडी,3
mr.m.d,mr.m.d,मराठी_शाब्दबंध,2
mr.m.d,mr.m.d,विक्शनरी:विक्शनरी,2
mr.m.d,mr.m.d,ज्ञान,2
mr.m.d,mr.m.d,Main_Page,1
mr.m.d,mr.m.d,अनुराग,1
mr.m.d,mr.m.d,चित्र:Logo_book2.png,1
mr.m.d,mr.m.d,जैवविविधता,1
mr.m.d,mr.m.d,प्रसिद्ध,1
mr.m.d,mr.m.d,मराठी_व्याकरण,1
mr.m.d,mr.m.d,वर्ग:२_अक्षरी_मराठी_शब्द,1
mr.m.d,mr.m.d,विक्शनरी:आदर्श_मांडणी_क्रम,1
mr.m.d,mr.m.d,विक्शनरी:नाम_यादी,1
mr.m.d,mr.m.d,विशेष:शोधा,1
mr.m.d,mr.m.d,सदस्य:Vpnagarkar,1
mr.m.d,mr.m.d,சனி,1
mr.m.d,mr.m.d,The_GIMP,1
mr.m.q,mr.m.q,मराठी_वाक्प्रचार,45
mr.m.q,mr.m.q,म्हणी,16
mr.m.q,mr.m.q,डॉ._बाबासाहेब_आंबेडकर,3
mr.m.q,mr.m.q,विशेष:शोधा,3
mr.m.q,mr.m.q,मुखपृष्ठ,2
mr.m.q,mr.m.q,-,1
mr.m.q,mr.m.q,प्रसिद्ध_व्यक्तींचे_मराठी_सुविचार,1
mr.m.q,mr.m.q,सुविचार,1
mr.m.q,mr.m.q,Wikiquote:विकिक्वोट,1
mr.m.q,mr.m.q,मिश्र,1
mr.m.q,mr.m.q,मुळाक्षर_वर्ग,1
mr.m.q,mr.m.q,लता_मंगेशकर,1
mr.m.s,mr.m.s,मारुती_स्तोत्र,154
mr.m.s,mr.m.s,गजानन_बावनी,31
mr.m.s,mr.m.s,तुकाराम_गाथा/गाथा_१_ते_३००,28
mr.m.s,mr.m.s,तुकाराम_गाथा/गाथा_३९०१_ते_४२००,25
mr.m.s,mr.m.s,हरिपाठ/श्री_ज्ञानदेव_हरिपाठ,21
mr.m.s,mr.m.s,दासबोध,15
mr.m.s,mr.m.s,तुकाराम_गाथा/गाथा_२७०१_ते_३०००,13
mr.m.s,mr.m.s,दत्ताची_आरती/_त्रिगुणात्मक_त्रैमूर्ती_दत्त_हा_जाणा,12
mr.m.s,mr.m.s,दासबोध/दशक_पांचवा,12
mr.m.s,mr.m.s,"श्रीमद्‌भगवद्‌गीता_(मूळ_श्लोक,_संदर्भित_अन्वयार्थ_आणि_अर्थ_यासह)",12
mr.m.s,mr.m.s,दासबोध/दशक_पहिला,9
mr.m.s,mr.m.s,शंकराची_आरती/लवथवती_विक्राळा_ब्रह्मांडी_माळा,9
